ReporterISO3,PartnerISO3,Year,Value chains,Temperature,value_usd,quantity_mt
ITA,MAR,2022,Potatoes,Fresh,6426,24
MUS,EGY,2007,Potatoes,Dehydrated,24449,24
PRT,MAR,2017,Potatoes,Fresh,10272,24
PRT,DZA,2008,Potatoes,Frozen,16438,24
GHA,EGY,2007,Potatoes,Frozen,18517,24
ARE,EGY,2008,Potatoes,Dehydrated,23693,24.065
OAS,EGY,2021,Potatoes,Frozen,10277,24
FIN,EGY,2012,Potatoes,Fresh,13027,24
ESP,MAR,2016,Potatoes,Frozen,7230,24
GAB,MAR,2016,Potatoes,Fresh,6654,24
GAB,MAR,2017,Potatoes,Fresh,11217,24
ROM,EGY,2006,Potatoes,Frozen,12034,24
OAS,EGY,2020,Potatoes,Frozen,15748,24
ARG,EGY,2005,Potatoes,Dehydrated,27796,24
ITA,DZA,2013,Potatoes,Fresh,14412,24
SEN,EGY,2018,Potatoes,Dehydrated,40716,24
BGR,EGY,2002,Potatoes,Fresh,2097,23.9
ITA,MAR,2014,Potatoes,Fresh,10201,23.9
ISL,EGY,2022,Potatoes,Fresh,31363,23.888
QAT,EGY,2005,Potatoes,Dehydrated,45132,51.805
MKD,EGY,2017,Potatoes,Dehydrated,42331,23.804
DEU,MAR,2010,Potatoes,Dehydrated,53784,23.799
IRL,MAR,2011,Potatoes,Fresh,23745,23.795
NOR,MAR,2004,Potatoes,Fresh,15793,23.76
MKD,EGY,2010,Potatoes,Fresh,8011,23.75
IDN,EGY,2024,Potatoes,Dehydrated,100065,23.743
IND,EGY,2022,Potatoes,Frozen,21058,23.73
DEU,MAR,2022,Potatoes,Fresh,16436,23.702
DEU,MAR,2002,Seed Potatoes,Seed,11000,23.7
BGR,EGY,2006,Potatoes,Dehydrated,30333,23.62
CHE,MAR,2013,Potatoes,Fresh,23481,23.595
IRL,MAR,2009,Potatoes,Fresh,21383,23.509
AUT,MAR,2009,Potatoes,Fresh,20357,23.5
MDV,EGY,2016,Potatoes,Dehydrated,38854,23.5
SER,EGY,2020,Potatoes,Dehydrated,50094,23.48
RUS,MAR,2021,Potatoes,Dehydrated,151358,23.479488
ITA,MAR,2004,Potatoes,Dehydrated,69739,23.46
FRA,DZA,2008,Potatoes,Frozen,22102,23.444
ARE,EGY,2022,Seed Potatoes,Seed,3405,23.4
NLD,MAR,2019,Potatoes,Dehydrated,41406,23.34
ITA,MAR,2002,Potatoes,Fresh,13279,23.322
ITA,MAR,2007,Potatoes,Fresh,10484,23.2
BLR,MAR,2005,Potatoes,Fresh,10700,23.16
KAZ,EGY,2024,Potatoes,Dehydrated,33513,23.1223
DEU,KEN,2004,Potatoes,Dehydrated,59000,23.1
ITA,DZA,2008,Potatoes,Dehydrated,51976,23.1
FRA,KEN,2007,Potatoes,Dehydrated,124900,23.1
CRI,EGY,2016,Potatoes,Dehydrated,108396,23.072
PAK,EGY,2015,Potatoes,Frozen,16372,23.046
ITA,MAR,2024,Potatoes,Dehydrated,49876,23.04
TTO,EGY,2014,Potatoes,Dehydrated,68145,23.008
GBR,MAR,2016,Potatoes,Fresh,11280,23
SYC,EGY,2022,Potatoes,Dehydrated,126984,22.975
FRA,DZA,2019,Potatoes,Dehydrated,67938,24.702
KWT,MAR,2021,Potatoes,Fresh,8757,22.816
GBR,MAR,2024,Potatoes,Fresh,18957,22.8
GBR,EGY,2024,Potatoes,Frozen,29565,22.8
SVN,MAR,2009,Potatoes,Fresh,16513,22.76
FIN,MAR,2010,Potatoes,Fresh,19028,22.755
HRV,MAR,2011,Potatoes,Fresh,19747,22.75
MEX,EGY,2022,Potatoes,Dehydrated,84669,22.728
UGA,EGY,2013,Potatoes,Frozen,10688,22.704
BIH,EGY,2019,Potatoes,Dehydrated,50460,22.6837
MDV,KEN,2014,Potatoes,Frozen,34019,22.68
DEU,MAR,2014,Seed Potatoes,Seed,16801,22.645
DNK,EGY,2012,Potatoes,Frozen,10671,22.5
MYS,EGY,2023,Potatoes,Frozen,4656,22.4
AUT,MAR,2017,Potatoes,Dehydrated,50749,22.387
GBR,KEN,2008,Potatoes,Dehydrated,142696,47.84
NER,DZA,2019,Seed Potatoes,Seed,4170,22.25
GBR,MAR,2004,Potatoes,Dehydrated,84447,22.208
MKD,EGY,2020,Potatoes,Dehydrated,49390,22.115
FRA,DZA,2021,Seed Potatoes,Seed,8749,22.1
SER,EGY,2023,Potatoes,Dehydrated,59359,22.053
KEN,EGY,2013,Potatoes,Frozen,30409,22
KEN,EGY,2018,Potatoes,Frozen,36965,31
SWE,MAR,2015,Potatoes,Fresh,16481,22
MRT,MAR,2012,Seed Potatoes,Seed,3729,22
NLD,EGY,2008,Potatoes,Frozen,20629,22
UGA,EGY,2014,Potatoes,Frozen,13750,22
HUN,EGY,2022,Potatoes,Frozen,16210,22
FRA,DZA,2013,Potatoes,Fresh,3506,22
ESP,DZA,2014,Potatoes,Fresh,14286,22
UGA,EGY,2014,Potatoes,Fresh,11165,22
MAR,EGY,2012,Potatoes,Dehydrated,126663,24.052
PER,EGY,2024,Potatoes,Dehydrated,24520,21.9676
CIV,MAR,2018,Potatoes,Frozen,21360,21.859
POL,EGY,2009,Potatoes,Frozen,13269,21.785
AUT,MAR,2004,Seed Potatoes,Seed,18239,21.7
POL,MAR,2005,Potatoes,Frozen,12453,21.6
KAZ,EGY,2017,Potatoes,Dehydrated,31023,21.53
MKD,EGY,2016,Potatoes,Dehydrated,42985,21.386
IRL,EGY,2013,Potatoes,Fresh,23073,21.352
POL,EGY,2005,Potatoes,Frozen,16791,21.285
SLV,MAR,2002,Potatoes,Dehydrated,74000,21.28
GBR,MAR,2010,Potatoes,Dehydrated,75138,21.28
ZAF,MAR,2010,Potatoes,Dehydrated,51539,21.2594
GRC,EGY,2004,Potatoes,Dehydrated,31579,21.249
JPN,EGY,2004,Potatoes,Frozen,26538,22.202
BIH,EGY,2024,Potatoes,Dehydrated,75583,21.13919
KOR,EGY,2020,Potatoes,Dehydrated,86086,21.12302
MKD,EGY,2007,Potatoes,Dehydrated,42852,21.11
SAU,MAR,2024,Potatoes,Dehydrated,15901,21.101
DEU,MAR,2020,Seed Potatoes,Seed,10723,21.05
SUR,EGY,2023,Potatoes,Frozen,26374,21.02
SYC,KEN,2013,Seed Potatoes,Seed,53177,21
TGO,EGY,2024,Potatoes,Frozen,15096,21
GBR,MAR,2006,Potatoes,Dehydrated,42432,20.97
EST,EGY,2015,Potatoes,Fresh,15269,20.97
CRI,EGY,2015,Potatoes,Dehydrated,87058,20.959
TUR,EGY,2004,Potatoes,Dehydrated,29578,20.95
EST,MAR,2004,Potatoes,Fresh,16484,20.9
LUX,EGY,2024,Potatoes,Fresh,58092,20.871
ISR,EGY,2016,Potatoes,Dehydrated,53000,20.85
YEM,EGY,2011,Potatoes,Dehydrated,15905,20.83
BRN,EGY,2022,Potatoes,Fresh,16413,20.8
NLD,MAR,2021,Potatoes,Frozen,19179,20.79
KWT,EGY,2015,Potatoes,Dehydrated,64310,21.999
IRL,EGY,2017,Potatoes,Fresh,34376,20.7
GRC,MAR,2019,Potatoes,Dehydrated,16823,20.595
ESP,DZA,2004,Potatoes,Fresh,6522,20.58
HRV,MAR,2008,Potatoes,Fresh,16656,20.575
DEU,KEN,2003,Potatoes,Dehydrated,51000,20.5
SYC,KEN,2013,Potatoes,Fresh,52458,20.5
GBR,MAR,2009,Potatoes,Dehydrated,39707,20.488
ITA,MAR,2019,Potatoes,Dehydrated,33282,20.48
ESP,MAR,2022,Potatoes,Dehydrated,69370,20.4361
UGA,KEN,2005,Potatoes,Frozen,14710,29.772
ZAF,MAR,2006,Potatoes,Dehydrated,45809,20.38
TUR,EGY,2007,Potatoes,Dehydrated,49945,36.304
DNK,EGY,2005,Potatoes,Dehydrated,47029,20.29
LUX,EGY,2015,Potatoes,Fresh,13435,20.2
FIN,MAR,2021,Potatoes,Fresh,14785,20.175
BIH,EGY,2020,Potatoes,Dehydrated,55216,20.15909
LTU,EGY,2006,Potatoes,Dehydrated,28534,20.052
NOR,MAR,2002,Potatoes,Dehydrated,57759,20
NER,MAR,2024,Seed Potatoes,Seed,2634,20
CYP,EGY,2008,Potatoes,Frozen,16661,20
MLI,MAR,2018,Potatoes,Frozen,7227,20
CYP,EGY,2008,Potatoes,Dehydrated,15365,20
JPN,EGY,2005,Potatoes,Frozen,23008,21.995
NOR,MAR,2010,Potatoes,Dehydrated,79664,20
NOR,MAR,2011,Potatoes,Dehydrated,84196,20
LKA,EGY,2015,Potatoes,Dehydrated,11211,20.105
BRA,EGY,2003,Potatoes,Dehydrated,26117,20
ITA,DZA,2007,Potatoes,Fresh,11024,20
NER,DZA,2021,Potatoes,Dehydrated,2601,20
MKD,EGY,2023,Potatoes,Frozen,17443,20
SUD,EGY,2013,Potatoes,Dehydrated,46334,27.355
KAZ,EGY,2010,Potatoes,Frozen,20000,20
DZA,EGY,2010,Potatoes,Dehydrated,21959,20
BEN,MAR,2017,Potatoes,Fresh,6563,20
ZAR,KEN,2023,Potatoes,Dehydrated,95464,24.837
GBR,MAR,2005,Potatoes,Dehydrated,80871,19.975
USA,EGY,2019,Potatoes,Frozen,13767,19.954
BHR,EGY,2006,Potatoes,Fresh,4936,19.903
SVK,MAR,2012,Potatoes,Fresh,13858,19.898
GBR,KEN,2012,Potatoes,Dehydrated,142186,33.321
KEN,EGY,2006,Potatoes,Frozen,10977,19.652
MRT,MAR,2023,Potatoes,Frozen,2361,19.63718
MNT,MAR,2018,Potatoes,Fresh,13467,19.62
GRC,EGY,2006,Potatoes,Dehydrated,34301,19.583
DEU,MAR,2021,Seed Potatoes,Seed,22920,19.571618
CRI,EGY,2019,Potatoes,Dehydrated,70483,19.525
PHL,EGY,2022,Potatoes,Dehydrated,85350,19.5
FRA,DZA,2004,Potatoes,Fresh,12439,19.5
MKD,EGY,2012,Potatoes,Dehydrated,32069,19.265
KHM,EGY,2022,Potatoes,Fresh,16488,19.22
JPN,EGY,2019,Potatoes,Dehydrated,76108,19.185
MUS,EGY,2006,Potatoes,Dehydrated,18627,19.225
MKD,EGY,2024,Potatoes,Dehydrated,30780,19.095
ITA,EGY,2010,Potatoes,Frozen,16748,19.05
KAZ,EGY,2018,Potatoes,Dehydrated,26215,19.005
GIN,MAR,2016,Potatoes,Fresh,4747,19
GBR,EGY,2006,Potatoes,Frozen,12307,19
SAU,KEN,2018,Potatoes,Dehydrated,74001,18.949048
GRC,EGY,2002,Potatoes,Dehydrated,36072,18.843
TTO,EGY,2015,Potatoes,Dehydrated,54140,18.827
GBR,EGY,2022,Potatoes,Frozen,39850,18.72
LKA,EGY,2016,Potatoes,Dehydrated,25410,19.128
ISR,EGY,2012,Potatoes,Dehydrated,53000,18.646
RUS,MAR,2019,Potatoes,Dehydrated,123113,18.64233
LUX,KEN,2013,Potatoes,Fresh,209108,18.638
SDN,EGY,2007,Potatoes,Frozen,3717,18.627
LTU,MAR,2002,Potatoes,Fresh,10280,18.585
UGA,KEN,2015,Potatoes,Frozen,6098,18.56
CHE,MAR,2017,Potatoes,Fresh,10547,18.525
EST,EGY,2022,Potatoes,Frozen,55556,18.48
LUX,KEN,2015,Potatoes,Fresh,146984,18.39
NER,DZA,2015,Potatoes,Fresh,3352,18.375
NOR,MAR,2013,Potatoes,Fresh,12934,18.24
SDN,EGY,2011,Potatoes,Frozen,12026,20.63
JPN,EGY,2020,Potatoes,Dehydrated,66390,18.171
ZAF,MAR,2004,Potatoes,Dehydrated,25924,18.17
CRI,EGY,2020,Potatoes,Dehydrated,81233,18.132621
PAK,EGY,2006,Potatoes,Frozen,18162,18.125
EST,MAR,2010,Potatoes,Fresh,9903,18.092
DEU,MAR,2024,Potatoes,Dehydrated,33033,19.146511
FRA,MAR,2017,Potatoes,Frozen,87772,18.05
OMN,MAR,2018,Potatoes,Fresh,28957,18.004
BLR,EGY,2019,Potatoes,Dehydrated,39400,18.003
KAZ,EGY,2022,Potatoes,Frozen,25440,18
BRA,MAR,2011,Potatoes,Dehydrated,11988,18
CAN,MAR,2019,Potatoes,Dehydrated,101722,17.972
MKD,EGY,2010,Potatoes,Dehydrated,39757,17.94373
NLD,KEN,2021,Potatoes,Dehydrated,42211,18.025
UGA,EGY,2024,Potatoes,Dehydrated,23403,20.284
VEN,EGY,2008,Potatoes,Dehydrated,47626,17.868
KEN,EGY,2016,Potatoes,Fresh,7644,17.8
TUR,EGY,2008,Potatoes,Dehydrated,38168,17.796
LBR,MAR,2018,Potatoes,Fresh,4727,17.795
ISR,EGY,2017,Potatoes,Dehydrated,52000,17.787582
UGA,KEN,2010,Potatoes,Frozen,728,17.715
FRA,EGY,2010,Potatoes,Frozen,29160,17.7
POL,EGY,2020,Potatoes,Frozen,42310,17.689
POL,EGY,2019,Potatoes,Frozen,42176,17.674
FIN,MAR,2003,Seed Potatoes,Seed,13970,17.655
ITA,MAR,2012,Potatoes,Dehydrated,34031,17.612
POL,EGY,2022,Potatoes,Frozen,35391,17.56
POL,EGY,2021,Potatoes,Frozen,33583,17.547
POL,EGY,2013,Potatoes,Frozen,28000,17.5
BLR,EGY,2008,Potatoes,Fresh,9700,17.5
CRI,EGY,2010,Potatoes,Dehydrated,75411,17.461
ZAF,MAR,2005,Potatoes,Dehydrated,32703,17.453
GTM,EGY,2013,Potatoes,Dehydrated,48491,17.429
FRA,EGY,2018,Potatoes,Fresh,7318,17.423781
BRA,MAR,2012,Potatoes,Dehydrated,19665,17.41
SER,EGY,2020,Potatoes,Fresh,6990,17.36
MKD,EGY,2013,Potatoes,Dehydrated,32907,17.325
KAZ,EGY,2019,Potatoes,Dehydrated,27179,17.325
ECU,EGY,2024,Potatoes,Dehydrated,46516,17.291
CHN,EGY,2022,Potatoes,Dehydrated,34582,17.208
MAR,EGY,2014,Potatoes,Dehydrated,82877,18.323
EST,EGY,2014,Potatoes,Fresh,15674,17.028
MRT,DZA,2023,Potatoes,Dehydrated,6845,16.9992
LVA,EGY,2009,Potatoes,Dehydrated,19859,16.95
BLZ,MAR,2012,Potatoes,Fresh,2912,16.83
NLD,MAR,2024,Potatoes,Dehydrated,44838,16.8
SVN,EGY,2020,Potatoes,Frozen,19177,16.78545
ISR,EGY,2002,Potatoes,Dehydrated,30000,16.729
CRI,EGY,2014,Potatoes,Dehydrated,73243,16.715
MEX,EGY,2006,Potatoes,Dehydrated,27464,16.575
NER,DZA,2010,Potatoes,Fresh,13551,16.525
GHA,EGY,2013,Potatoes,Fresh,5479,16.5
COL,EGY,2003,Potatoes,Dehydrated,35497,16.5
IRL,EGY,2012,Potatoes,Fresh,16242,16.47
BIH,EGY,2023,Potatoes,Dehydrated,60798,16.4608
ZAF,MAR,2009,Potatoes,Dehydrated,22873,16.45
FRA,KEN,2024,Potatoes,Dehydrated,170404,16.386646
FIN,EGY,2007,Potatoes,Fresh,13539,16.365
SLV,EGY,2019,Potatoes,Dehydrated,82215,16.35853
DNK,EGY,2003,Potatoes,Dehydrated,43516,16.338
BIH,EGY,2021,Potatoes,Dehydrated,60408,16.30407
ZAR,MAR,2023,Potatoes,Fresh,5363,16.26
BLR,EGY,2020,Potatoes,Dehydrated,36800,16.257
MNT,EGY,2010,Potatoes,Fresh,4416,16.25
GAB,MAR,2021,Potatoes,Fresh,5970,16.2
SER,EGY,2018,Potatoes,Dehydrated,36207,16.2
SLV,EGY,2023,Potatoes,Dehydrated,96332,16.13376
KWT,EGY,2014,Seed Potatoes,Seed,12273,16.101
DNK,EGY,2007,Potatoes,Dehydrated,51706,16
UKR,EGY,2017,Potatoes,Frozen,7200,16
SVK,EGY,2016,Potatoes,Frozen,27347,22.783
LUX,KEN,2014,Potatoes,Fresh,174100,15.963
MEX,EGY,2009,Potatoes,Dehydrated,39041,15.901
FIN,MAR,2009,Potatoes,Fresh,21065,15.857
CRI,EGY,2011,Potatoes,Dehydrated,77974,15.813
CHE,EGY,2005,Potatoes,Dehydrated,31085,15.809
RWA,KEN,2021,Potatoes,Dehydrated,83427,15.795
IRL,EGY,2016,Potatoes,Frozen,16329,15.75
CRI,EGY,2012,Potatoes,Dehydrated,69657,15.719
COG,MAR,2014,Potatoes,Fresh,3208,15.708
MKD,EGY,2011,Potatoes,Dehydrated,37055,15.615
NOR,EGY,2022,Potatoes,Dehydrated,86715,15.592
TZA,KEN,2017,Potatoes,Dehydrated,80487,15.539
EST,EGY,2011,Potatoes,Fresh,13221,15.52
POL,MAR,2015,Potatoes,Frozen,10239,15.52
BIH,EGY,2008,Potatoes,Dehydrated,46427,15.51
SVN,MAR,2004,Potatoes,Fresh,9375,15.495
GRL,EGY,2018,Potatoes,Fresh,27716,15.391
EST,EGY,2024,Potatoes,Dehydrated,104082,15.372315
MDA,EGY,2024,Potatoes,Dehydrated,46105,15.354
CAN,EGY,2009,Potatoes,Frozen,19053,15.128
UGA,KEN,2020,Potatoes,Frozen,1009,15.1
DEU,MAR,2008,Potatoes,Frozen,17434,15.095
KAZ,EGY,2022,Potatoes,Dehydrated,30471,15.063
TZA,KEN,2005,Potatoes,Fresh,5109,15.015
JPN,EGY,2017,Potatoes,Dehydrated,53243,15
MRT,MAR,2013,Potatoes,Frozen,1838,15
TUN,KEN,2008,Potatoes,Dehydrated,44313,15
ZAR,MAR,2015,Potatoes,Fresh,5654,15
IND,EGY,2006,Potatoes,Dehydrated,15248,15
MLI,MAR,2012,Potatoes,Dehydrated,2192,15
KEN,EGY,2022,Potatoes,Dehydrated,15861,16.2675
CIV,DZA,2012,Potatoes,Fresh,4636,15
TZA,KEN,2020,Potatoes,Dehydrated,86950,14.949
MKD,EGY,2006,Potatoes,Dehydrated,18593,14.916111
BIH,EGY,2017,Potatoes,Dehydrated,40367,14.90329
ROM,EGY,2003,Potatoes,Dehydrated,18854,14.7966
CHE,EGY,2010,Potatoes,Dehydrated,38371,14.781
ISR,EGY,2014,Potatoes,Dehydrated,57000,14.726
TUN,DZA,2018,Potatoes,Dehydrated,54130,14.653
SVN,EGY,2017,Potatoes,Frozen,16700,14.643
EST,EGY,2023,Potatoes,Dehydrated,90390,14.5578
GTM,EGY,2012,Potatoes,Dehydrated,45914,14.555
IRL,MAR,2010,Potatoes,Fresh,11509,14.55
UGA,KEN,2018,Seed Potatoes,Seed,2296,14.505
EGY,MAR,2012,Potatoes,Dehydrated,56552,14.501
ESP,DZA,2008,Potatoes,Fresh,8866,14.477
BLR,EGY,2012,Potatoes,Dehydrated,43800,14.472
SVK,MAR,2007,Potatoes,Fresh,9113,14.449
IRL,EGY,2006,Potatoes,Fresh,17782,14.36
NLD,EGY,2023,Potatoes,Frozen,28095,14.353
NLD,KEN,2007,Potatoes,Dehydrated,49411,14.237
SER,MAR,2006,Potatoes,Fresh,12925,14.235
SLV,EGY,2018,Potatoes,Dehydrated,61579,14.1402
EST,EGY,2016,Potatoes,Dehydrated,74750,14.1343
MWI,KEN,2016,Potatoes,Dehydrated,90372,14.124
DEU,MAR,2002,Potatoes,Frozen,9000,14.1
MRT,MAR,2022,Seed Potatoes,Seed,4364,14.1
LBN,EGY,2017,Potatoes,Frozen,12607,14.08
CRI,EGY,2013,Potatoes,Dehydrated,58246,14.013
TUR,EGY,2003,Potatoes,Dehydrated,17622,14
MDG,EGY,2011,Potatoes,Frozen,16471,14
ITA,DZA,2006,Potatoes,Dehydrated,40164,14
SWE,EGY,2022,Potatoes,Frozen,46766,14
IRL,EGY,2011,Potatoes,Fresh,15867,13.984
LVA,EGY,2007,Potatoes,Dehydrated,25033,13.98
BIH,EGY,2014,Potatoes,Dehydrated,35567,13.97
CHE,EGY,2003,Potatoes,Dehydrated,24516,13.962
SVK,MAR,2008,Potatoes,Fresh,8497,13.956
SER,EGY,2024,Potatoes,Frozen,11169,13.95
CHN,EGY,2023,Potatoes,Dehydrated,30278,13.9
EST,EGY,2017,Potatoes,Dehydrated,74099,13.8769
BEL,MAR,2018,Potatoes,Dehydrated,27131,13.844
COL,EGY,2013,Potatoes,Dehydrated,45482,13.8
NER,DZA,2019,Potatoes,Dehydrated,10017,13.75
SLV,EGY,2024,Potatoes,Dehydrated,87141,13.63428
EGY,MAR,2011,Potatoes,Dehydrated,26720,13.562
LUX,EGY,2021,Potatoes,Fresh,12937,13.547
ESP,MAR,2004,Potatoes,Dehydrated,10903,13.53
BIH,EGY,2009,Potatoes,Dehydrated,18080,13.51
BGR,EGY,2004,Potatoes,Dehydrated,22938,13.508
CYP,EGY,2024,Potatoes,Frozen,23394,20.349
MWI,KEN,2015,Potatoes,Dehydrated,76123,13.4915
ESP,EGY,2007,Potatoes,Dehydrated,48511,17.428
CHE,EGY,2002,Potatoes,Dehydrated,21300,13.415
BIH,EGY,2018,Potatoes,Dehydrated,34717,13.38118
CHE,EGY,2008,Potatoes,Dehydrated,44399,13.377
HRV,MAR,2006,Potatoes,Fresh,4200,13.375
SGP,EGY,2022,Potatoes,Dehydrated,101325,13.36
EST,MAR,2006,Potatoes,Fresh,7528,13.34
AUT,MAR,2021,Potatoes,Dehydrated,32622,13.326
OMN,EGY,2002,Seed Potatoes,Seed,6408,13.318
CYP,EGY,2024,Potatoes,Dehydrated,86215,19.501
CHL,EGY,2009,Potatoes,Dehydrated,32341,13.250654
JPN,EGY,2021,Potatoes,Dehydrated,52699,13.244
MDA,EGY,2021,Potatoes,Dehydrated,36899,13.227764
EST,EGY,2021,Potatoes,Dehydrated,74272,13.223875
FIN,MAR,2005,Seed Potatoes,Seed,11315,13.2
DEU,KEN,2014,Potatoes,Fresh,32427,13.158
ISR,EGY,2015,Potatoes,Dehydrated,55000,15.601646
MKD,EGY,2023,Potatoes,Dehydrated,25377,13.132
IND,EGY,2005,Potatoes,Dehydrated,12873,13.02
AGO,DZA,2023,Seed Potatoes,Seed,3311,13.02
CHE,EGY,2011,Potatoes,Dehydrated,41011,13.012
TZA,KEN,2016,Potatoes,Dehydrated,67919,12.995
TZA,KEN,2018,Potatoes,Dehydrated,77883,18.592
EST,MAR,2003,Potatoes,Fresh,6931,12.96
UGA,KEN,2016,Potatoes,Dehydrated,83684,14.052
EST,EGY,2008,Potatoes,Fresh,35278,12.933
PSE,EGY,2010,Potatoes,Frozen,11075,12.901649
GRL,EGY,2017,Potatoes,Fresh,18155,12.815
NOR,EGY,2024,Potatoes,Dehydrated,82884,12.806
CAN,MAR,2021,Potatoes,Dehydrated,127720,14.286
HND,EGY,2023,Potatoes,Dehydrated,46912,12.75553
PRT,EGY,2020,Potatoes,Dehydrated,37732,12.75
QAT,MAR,2017,Potatoes,Frozen,31009,12.7292
ZAF,MAR,2011,Potatoes,Dehydrated,19586,12.725
GBR,MAR,2002,Potatoes,Dehydrated,45983,12.68
MDG,EGY,2016,Potatoes,Dehydrated,63177,12.666
ISL,MAR,2008,Potatoes,Fresh,10178,12.66
SEN,MAR,2006,Potatoes,Dehydrated,10173,14.959
BIH,EGY,2013,Potatoes,Dehydrated,32199,12.585
ARE,EGY,2008,Seed Potatoes,Seed,4790,12.583
BLR,EGY,2010,Potatoes,Dehydrated,62000,12.562
MDA,EGY,2020,Potatoes,Dehydrated,39890,12.556
RUS,MAR,2020,Potatoes,Dehydrated,82097,12.527938
TUR,EGY,2006,Potatoes,Dehydrated,19452,12.475
UGA,KEN,2005,Potatoes,Dehydrated,44304,12.428
ISR,EGY,2010,Potatoes,Dehydrated,31000,12.355
GMB,EGY,2020,Potatoes,Frozen,19771,15.872
NOR,EGY,2023,Potatoes,Dehydrated,67941,12.282
CAN,EGY,2002,Potatoes,Frozen,9378,12.247
BIH,EGY,2015,Potatoes,Dehydrated,27381,12.194
MKD,EGY,2018,Potatoes,Dehydrated,23009,12.172801
EST,EGY,2022,Potatoes,Dehydrated,61856,12.139505
SEN,EGY,2016,Potatoes,Dehydrated,30655,24.103
AUT,MAR,2003,Potatoes,Dehydrated,50214,12.1
DEU,MAR,2023,Potatoes,Dehydrated,60133,23.380225
FRO,EGY,2009,Potatoes,Fresh,8889,12.055
ZAF,MAR,2007,Potatoes,Dehydrated,29915,12.05
ZMB,EGY,2022,Potatoes,Dehydrated,15914,12.14645
DNK,EGY,2011,Potatoes,Dehydrated,36833,12.003
AUS,EGY,2012,Potatoes,Frozen,6595,12
NER,DZA,2024,Potatoes,Dehydrated,4430,12
BRA,MAR,2013,Potatoes,Dehydrated,10061,12
GBR,EGY,2008,Potatoes,Frozen,8203,12
CIV,MAR,2004,Potatoes,Dehydrated,48394,12
SEN,EGY,2015,Potatoes,Dehydrated,18044,12
SER,MAR,2007,Potatoes,Dehydrated,41438,12
YEM,EGY,2014,Potatoes,Frozen,47979,11.99
GTM,EGY,2011,Potatoes,Dehydrated,45963,11.946
NOR,EGY,2021,Potatoes,Dehydrated,92867,12.08
MDG,EGY,2017,Potatoes,Dehydrated,61422,11.902
DEU,KEN,2004,Potatoes,Fresh,9000,11.9
SVK,MAR,2019,Potatoes,Frozen,9343,11.88
BHR,EGY,2005,Potatoes,Fresh,6931,11.876
USA,KEN,2019,Potatoes,Dehydrated,18920,11.825
CYP,EGY,2023,Potatoes,Dehydrated,39028,19.158
BGR,EGY,2003,Potatoes,Dehydrated,19706,11.8
DEU,MAR,2009,Potatoes,Frozen,6622,11.76
BLR,MAR,2016,Potatoes,Fresh,8200,11.748
MYS,KEN,2017,Potatoes,Fresh,31896,11.735
BRA,EGY,2004,Potatoes,Dehydrated,13945,11.73
EST,EGY,2014,Potatoes,Dehydrated,71881,11.713
ITA,MAR,2020,Potatoes,Dehydrated,9355,11.7
RWA,KEN,2021,Potatoes,Fresh,2370,11.7
ARE,EGY,2021,Seed Potatoes,Seed,13567,11.635
MWI,KEN,2017,Potatoes,Dehydrated,72835,11.626
TZA,KEN,2015,Potatoes,Dehydrated,58705,11.606
TZA,KEN,2019,Potatoes,Dehydrated,70013,11.555
SGP,EGY,2008,Potatoes,Fresh,5050,11.535
SVK,MAR,2005,Potatoes,Fresh,7037,11.498
KAZ,MAR,2017,Potatoes,Fresh,9441,11.475
SVK,EGY,2016,Potatoes,Fresh,7112,11.44
CRI,EGY,2024,Potatoes,Dehydrated,53733,11.4183
ITA,MAR,2007,Potatoes,Dehydrated,22982,11.414
NLD,KEN,2006,Potatoes,Dehydrated,36433,11.413
BHR,MAR,2014,Potatoes,Fresh,5756,11.4
SYC,EGY,2021,Potatoes,Dehydrated,47456,11.389
GBR,MAR,2022,Potatoes,Dehydrated,49868,11.337
UKR,MAR,2016,Potatoes,Fresh,13030,11.31
PAK,EGY,2010,Potatoes,Dehydrated,18801,11.262
RWA,KEN,2018,Potatoes,Dehydrated,89520,11.24792
SVN,EGY,2024,Potatoes,Dehydrated,93994,14.026104
ITA,MAR,2010,Potatoes,Dehydrated,33193,11.12
IND,MAR,2014,Potatoes,Dehydrated,20663,11.1
NLD,KEN,2023,Potatoes,Dehydrated,57871,11.08
QAT,EGY,2014,Potatoes,Dehydrated,37040,20.679
DNK,EGY,2010,Potatoes,Dehydrated,28210,11.07
HND,EGY,2018,Potatoes,Dehydrated,25883,11.0523
LKA,EGY,2022,Potatoes,Dehydrated,44206,11.052
IRL,MAR,2012,Potatoes,Fresh,8312,11.033
CHN,EGY,2006,Potatoes,Dehydrated,17616,11.03
FRA,KEN,2011,Potatoes,Dehydrated,33544,11.017
CHN,EGY,2021,Potatoes,Dehydrated,24466,11.015
SWE,EGY,2015,Potatoes,Dehydrated,40907,12
RWA,KEN,2017,Potatoes,Fresh,2463,11
IRL,EGY,2022,Potatoes,Dehydrated,57064,10.957
SVK,MAR,2008,Potatoes,Dehydrated,14572,10.936
TGO,EGY,2008,Potatoes,Frozen,2934,10.92
DEU,MAR,2006,Seed Potatoes,Seed,8000,10.9
EST,EGY,2020,Potatoes,Dehydrated,60289,10.84905
OMN,EGY,2022,Seed Potatoes,Seed,7584,10.845061
OMN,EGY,2018,Potatoes,Dehydrated,47056,11.246
